CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_REDACAO
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;577.8;583.7;605.6;639.0;0;1.0;720.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;611.6;585.0;511.3;592.2;0;1.0;720.0
60028819.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;516.3;617.1;589.2;689.9;0;1.0;740.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;451.8;389.1;536.4;433.2;0;1.0;920.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;588.5;603.1;592.2;701.0;0;1.0;800.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;442.9;584.5;478.0;498.9;0;1.0;700.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;576.0;530.4;574.3;619.9;0;1.0;700.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;2;0;0;2;;;;;1;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;458.3;441.3;530.4;507.5;1;1.0;860.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;509.1;510.2;526.0;461.3;1;1.0;520.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;524.5;469.3;440.7;406.0;0;1.0;440.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;442.9;534.1;485.1;514.4;1;1.0;720.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;429.9;533.4;546.4;723.5;0;1.0;760.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;566.7;488.9;490.9;569.6;1;1.0;780.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;673.9;611.6;576.8;764.2;1;1.0;840.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;569.2;555.9;545.7;654.7;0;1.0;680.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;404.0;515.0;511.8;549.5;0;1.0;920.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;1;1;0;;380.6;451.7;;1;1.0;440.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;500.1;584.3;580.2;667.6;1;1.0;640.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;2;1;1;2;;374.2;339.3;;0;1.0;640.0
52014584.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;436.6;389.3;458.6;400.0;1;1.0;440.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;476.7;357.7;395.5;416.8;1;6.0;0.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;406.3;368.1;449.4;392.1;0;1.0;480.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;388.2;449.5;460.0;394.4;0;1.0;680.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;572.2;627.3;577.0;631.9;0;1.0;840.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;421.3;526.7;529.8;408.5;0;1.0;640.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;497.4;421.3;525.6;465.8;1;1.0;720.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;444.3;505.2;549.8;564.2;0;1.0;880.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;1;1;0;;406.8;510.7;;0;1.0;480.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;463.4;441.2;486.7;433.6;0;1.0;760.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;372.6;348.6;528.5;416.3;1;1.0;780.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;552.6;458.1;543.3;447.2;1;4.0;0.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;468.3;449.1;404.4;423.2;1;1.0;680.0
52024636.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;514.0;494.0;498.1;474.6;1;1.0;640.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;620.3;614.8;574.9;656.6;0;1.0;940.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;395.6;515.8;522.8;436.5;1;1.0;640.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;464.2;405.5;418.7;426.4;0;1.0;460.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;420.7;382.8;473.5;413.5;1;1.0;620.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;376.5;474.1;502.0;454.5;1;1.0;600.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;518.3;508.4;549.6;552.2;1;1.0;680.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;431.5;531.2;521.3;413.7;0;1.0;700.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;642.8;620.3;601.7;664.7;0;1.0;620.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;567.4;606.7;523.6;737.5;1;1.0;920.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;484.9;548.6;591.6;601.9;1;1.0;920.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;466.1;455.1;465.1;515.8;1;1.0;720.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;0;1;1;0;;438.0;474.3;;1;4.0;0.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;506.1;468.4;479.7;464.5;1;1.0;600.0
52014576.0;5219456.0;Santa Rita do Novo Destino;GO;2.0;2.0;0;0;0;0;;;;;1;;
52018172.0;5213855.0;Morro Agudo de Goiás;GO;2.0;1.0;1;1;1;1;422.7;600.9;614.8;654.3;0;1.0;720.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;548.9;570.2;569.7;616.1;0;1.0;780.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;378.0;342.1;560.9;555.2;1;1.0;680.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;423.8;366.6;393.0;386.7;1;1.0;560.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;521.7;537.6;502.3;472.1;0;1.0;880.0
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;0;0;0;0;;;;;1;;
52016021.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;506.8;373.7;503.1;489.1;0;1.0;600.0
52017303.0;5210901.0;Itapaci;GO;4.0;1.0;1;1;1;1;402.3;480.9;521.0;429.7;0;1.0;680.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;595.5;584.4;584.7;765.1;1;1.0;840.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;450.8;524.8;462.2;426.0;1;1.0;560.0
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;562.8;561.4;558.7;548.5;1;1.0;940.0
60028921.0;5218904.0;Rubiataba;GO;2.0;2.0;1;1;1;1;375.2;446.7;393.4;464.4;1;1.0;560.0
52016021.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52020231.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;505.2;614.1;603.7;623.2;0;1.0;780.0
52015335.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;468.1;499.8;537.8;571.3;1;1.0;880.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;410.2;573.3;553.9;526.7;0;1.0;820.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;428.8;469.7;483.7;405.3;0;1.0;560.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;463.3;491.1;520.1;435.6;0;1.0;540.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52018318.0;5214705.0;Nova América;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;401.4;477.2;410.3;519.0;1;1.0;400.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;398.3;462.9;517.4;550.8;1;1.0;520.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;425.8;406.4;436.7;384.1;1;1.0;500.0
52019926.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;450.2;516.5;516.5;505.2;0;1.0;760.0
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;419.4;421.9;488.0;476.6;0;1.0;860.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;424.2;298.1;420.2;461.2;0;1.0;520.0
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;1;1;1;1;507.9;556.4;555.5;547.7;0;1.0;920.0
52018920.0;5218607.0;Rialma;GO;2.0;1.0;0;1;1;0;;406.5;410.4;;1;1.0;280.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;512.2;544.7;519.5;747.8;0;1.0;960.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;436.7;481.2;524.8;568.7;0;1.0;860.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;431.9;407.7;517.7;496.7;0;1.0;640.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;1;1;0;;508.3;534.0;;1;1.0;560.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;578.6;604.0;584.6;687.1;0;1.0;680.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;436.1;537.5;509.5;444.1;1;1.0;720.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;538.8;579.5;535.7;666.9;0;1.0;680.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;583.0;587.0;584.6;597.3;1;1.0;980.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;425.4;443.4;399.7;407.9;0;1.0;660.0
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;631.8;684.5;667.4;761.9;0;1.0;940.0
52017664.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;375.3;532.3;469.3;518.7;1;1.0;560.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;495.2;511.4;462.1;608.1;1;1.0;680.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;457.7;516.3;556.1;491.9;1;1.0;520.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;450.0;517.0;530.8;584.5;1;1.0;640.0
52018423.0;5214861.0;Nova Glória;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;360.3;468.9;478.0;460.6;1;1.0;660.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;476.2;485.3;509.6;546.8;1;1.0;940.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
60028174.0;5214861.0;Nova Glória;GO;2.0;2.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;574.1;595.3;600.9;716.7;0;1.0;840.0
52015742.0;5205406.0;Ceres;GO;4.0;1.0;1;1;1;1;559.0;590.8;527.6;648.8;1;1.0;880.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;456.4;483.2;461.6;472.8;1;1.0;520.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;409.2;391.6;479.7;423.2;0;1.0;360.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;556.9;600.6;586.5;699.0;1;1.0;800.0
52015033.0;5220280.0;São Patrício;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019926.0;5221700.0;Uruana;GO;2.0;1.0;0;0;0;0;;;;;1;;
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;390.6;546.3;552.2;494.2;0;1.0;840.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;440.6;400.8;466.1;526.3;1;1.0;760.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;378.0;462.2;473.7;588.8;1;1.0;720.0
52015998.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;509.4;404.2;362.6;417.6;1;6.0;0.0
52024636.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;471.4;507.9;428.1;463.6;0;1.0;700.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;391.0;408.5;406.6;453.9;1;1.0;440.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015386.0;5210158.0;Ipiranga de Goiás;GO;2.0;1.0;1;1;1;1;446.4;494.2;461.3;433.0;1;1.0;860.0
52019080.0;5218706.0;Rianápolis;GO;2.0;1.0;1;1;1;1;405.9;373.4;471.8;449.4;1;1.0;460.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;464.5;437.5;430.2;476.1;1;1.0;540.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;515.6;566.2;555.5;607.1;0;1.0;900.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;382.4;439.0;506.6;435.7;0;1.0;520.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019160.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;476.4;524.6;515.6;558.2;1;1.0;520.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;506.4;580.2;550.2;569.7;0;1.0;560.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;495.6;480.4;514.8;508.9;1;1.0;720.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;501.3;538.8;535.6;498.1;1;1.0;680.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;475.6;417.9;441.5;412.9;1;1.0;520.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;590.0;615.7;572.5;707.7;0;1.0;820.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;541.3;591.9;545.6;560.3;1;1.0;720.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;0;0;0;;;;;0;;
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;371.2;454.2;414.5;433.4;1;1.0;520.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;412.0;474.9;525.4;561.2;0;1.0;560.0
52018164.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52020231.0;5221700.0;Uruana;GO;2.0;1.0;1;1;1;1;477.6;489.9;489.7;456.3;1;1.0;420.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;0;1;1;0;;444.5;395.4;;0;1.0;520.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;427.4;311.4;356.0;403.6;0;1.0;380.0
52017664.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;608.4;623.4;617.7;711.3;0;1.0;840.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;426.0;547.5;496.5;460.7;0;1.0;560.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;465.5;317.4;495.3;457.9;1;1.0;500.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;462.8;518.6;504.3;492.6;0;1.0;620.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;477.3;454.7;486.9;455.9;0;3.0;0.0
52019802.0;5220157.0;São Luiz do Norte;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;635.5;563.0;556.0;619.1;0;1.0;900.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;604.8;587.1;558.4;645.2;0;1.0;720.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;520.9;475.7;578.6;464.1;0;1.0;640.0
60028258.0;5211800.0;Jaraguá;GO;4.0;1.0;1;1;1;1;528.9;583.3;566.0;611.3;0;1.0;840.0
52017320.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;463.9;407.3;450.1;428.5;1;1.0;380.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52098834.0;5208608.0;Goianésia;GO;4.0;1.0;1;1;1;1;470.8;483.5;470.7;384.2;1;1.0;580.0
52015459.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;543.8;479.0;525.9;464.1;0;1.0;720.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;379.1;400.8;427.6;413.0;1;1.0;580.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;526.5;549.9;559.9;493.4;1;1.0;520.0
52018415.0;5214861.0;Nova Glória;GO;2.0;1.0;1;1;1;1;578.6;529.9;572.2;596.5;0;1.0;840.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;425.5;559.8;527.8;541.2;0;1.0;640.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;497.4;581.2;546.2;599.8;0;1.0;920.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;380.2;450.3;397.2;432.3;1;1.0;600.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;0;1;1;0;;465.4;424.1;;1;1.0;320.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;0;1;1;0;;513.3;535.6;;1;1.0;520.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;427.8;494.8;555.1;540.1;0;1.0;860.0
60028184.0;5218904.0;Rubiataba;GO;2.0;2.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;482.2;517.1;453.1;386.6;0;1.0;560.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;494.9;469.2;483.8;498.0;0;1.0;720.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;452.9;460.1;477.7;423.2;1;1.0;700.0
52019250.0;5218904.0;Rubiataba;GO;2.0;1.0;0;1;1;0;;429.4;503.6;;1;1.0;440.0
52015041.0;5205000.0;Carmo do Rio Verde;GO;2.0;1.0;1;1;1;1;375.1;399.4;458.4;415.6;0;1.0;340.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;383.6;426.5;476.0;398.5;1;1.0;600.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;437.6;482.8;518.4;408.9;0;1.0;700.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;437.2;541.3;506.0;455.5;0;1.0;860.0
52019195.0;5218904.0;Rubiataba;GO;2.0;1.0;1;1;1;1;490.2;493.7;555.6;584.0;1;1.0;920.0
52024628.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;425.9;321.5;370.4;441.5;0;1.0;640.0
52017583.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;390.6;541.1;507.4;421.9;0;1.0;820.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;497.7;497.4;543.7;440.0;0;1.0;740.0
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;584.7;584.8;569.3;617.8;1;1.0;640.0
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;0;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;572.1;562.9;547.4;626.9;1;1.0;720.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;499.4;509.1;519.8;609.9;0;1.0;860.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;0;0;0;0;;;;;1;;
52070913.0;5205406.0;Ceres;GO;1.0;2.0;1;1;1;1;564.6;284.6;560.4;779.5;0;1.0;740.0
52017303.0;5210901.0;Itapaci;GO;4.0;1.0;1;1;1;1;534.2;550.6;558.2;629.1;0;1.0;800.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015335.0;5205406.0;Ceres;GO;4.0;1.0;0;0;0;0;;;;;0;;
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;358.0;346.8;455.8;390.8;0;4.0;0.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015351.0;5205406.0;Ceres;GO;2.0;1.0;0;0;0;0;;;;;1;;
60028155.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;439.3;520.5;568.4;413.5;0;1.0;640.0
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015815.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;566.2;553.2;518.8;545.4;0;1.0;740.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;348.1;409.5;459.2;447.5;0;1.0;360.0
52017109.0;5209804.0;Hidrolina;GO;2.0;1.0;0;0;0;0;;;;;0;;
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;496.7;317.2;438.4;403.2;1;1.0;520.0
52017311.0;5210901.0;Itapaci;GO;2.0;1.0;1;1;1;1;471.0;517.4;550.3;489.3;0;1.0;780.0
52024610.0;5211800.0;Jaraguá;GO;2.0;1.0;1;1;1;1;415.7;592.9;547.1;529.4;0;1.0;820.0
52015351.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;532.7;559.8;548.9;499.4;1;1.0;700.0
52014517.0;5203203.0;Barro Alto;GO;2.0;1.0;1;1;1;1;467.6;489.6;535.2;569.5;0;1.0;740.0
60028153.0;5208608.0;Goianésia;GO;2.0;2.0;1;1;1;1;404.8;382.2;468.4;381.8;1;4.0;0.0
52019101.0;5218706.0;Rianápolis;GO;2.0;1.0;0;0;0;0;;;;;1;;
52015807.0;5208608.0;Goianésia;GO;2.0;1.0;0;1;1;0;;480.8;528.5;;0;1.0;580.0
52015823.0;5208608.0;Goianésia;GO;2.0;1.0;1;1;1;1;461.1;489.2;527.5;539.2;0;1.0;740.0
52017575.0;5211206.0;Itapuranga;GO;2.0;1.0;1;1;1;1;559.5;507.5;506.2;552.9;1;1.0;800.0
52018172.0;5213855.0;Morro Agudo de Goiás;GO;2.0;1.0;1;1;1;1;540.6;542.4;571.7;547.0;1;1.0;560.0
52019624.0;5219357.0;Santa Isabel;GO;2.0;1.0;1;1;1;1;434.0;542.8;503.9;572.9;1;1.0;460.0
52015360.0;5205406.0;Ceres;GO;2.0;1.0;1;1;1;1;463.1;481.5;527.7;669.3;1;1.0;680.0
