TP_FAIXA_ETARIA;TP_SEXO;TP_ANO_CONCLUIU;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;SG_UF_PROVA;Q007;Q019;Q021;Q023
7;F;4;5205406;Ceres;GO;D;A;B;A
3;F;0;5208608;Goianésia;GO;D;A;A;A
1;M;0;5210901;Itapaci;GO;G;A;A;F
13;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;F;B;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5218904;Rubiataba;GO;L;B;C;A
1;M;0;5208608;Goianésia;GO;B;A;A;A
4;F;2;5205406;Ceres;GO;L;B;C;D
2;F;0;5208608;Goianésia;GO;D;B;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;A;A;B;A
4;F;2;5218904;Rubiataba;GO;L;A;C;A
2;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;C;A;D;A
2;F;0;5210901;Itapaci;GO;L;B;B;D
6;F;3;5208608;Goianésia;GO;B;A;A;A
1;M;0;5205406;Ceres;GO;A;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;D;A;B;A
3;M;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5210901;Itapaci;GO;O;B;C;A
3;M;0;5211206;Itapuranga;GO;E;A;B;A
3;F;0;5210901;Itapaci;GO;B;A;B;A
4;M;2;5208608;Goianésia;GO;E;B;C;D
13;M;18;5205406;Ceres;GO;C;A;B;A
5;F;0;5208608;Goianésia;GO;C;A;A;A
3;M;0;5205406;Ceres;GO;I;A;C;D
2;M;0;5205406;Ceres;GO;B;A;A;A
5;M;2;5205406;Ceres;GO;D;A;B;A
2;F;0;5205406;Ceres;GO;E;B;B;A
3;F;0;5218904;Rubiataba;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;B;A;B;A
2;M;0;5211800;Jaraguá;GO;F;A;B;A
1;F;0;5211800;Jaraguá;GO;B;A;A;A
4;M;1;5210901;Itapaci;GO;F;A;B;A
3;F;1;5218904;Rubiataba;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;B;B;B;A
7;M;4;5218904;Rubiataba;GO;B;A;B;A
6;M;3;5211800;Jaraguá;GO;I;A;B;A
1;F;0;5210901;Itapaci;GO;F;B;B;B
1;M;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;H;B;B;B
3;M;0;5208608;Goianésia;GO;C;A;B;A
5;F;3;5208608;Goianésia;GO;K;A;D;D
4;F;1;5211206;Itapuranga;GO;E;A;A;A
6;F;4;5218904;Rubiataba;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
1;M;0;5218904;Rubiataba;GO;J;B;B;A
3;F;1;5210901;Itapaci;GO;C;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5211206;Itapuranga;GO;E;A;D;A
1;F;0;5211800;Jaraguá;GO;B;A;A;A
4;F;1;5205406;Ceres;GO;F;A;C;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211800;Jaraguá;GO;H;B;B;A
3;M;0;5205406;Ceres;GO;C;A;A;A
3;M;1;5208608;Goianésia;GO;F;A;B;D
3;M;0;5205406;Ceres;GO;B;A;A;A
5;F;2;5210901;Itapaci;GO;A;A;A;A
5;F;2;5218904;Rubiataba;GO;C;A;A;A
6;F;3;5205406;Ceres;GO;A;A;B;A
4;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;G;A;B;C
2;F;0;5205406;Ceres;GO;B;A;A;A
4;M;0;5205406;Ceres;GO;J;B;B;C
7;M;5;5208608;Goianésia;GO;B;A;B;A
2;F;0;5208608;Goianésia;GO;D;A;A;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;0;5211800;Jaraguá;GO;I;B;C;D
5;M;2;5205406;Ceres;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
4;F;2;5205406;Ceres;GO;E;A;B;B
6;M;4;5205406;Ceres;GO;C;A;B;A
3;F;0;5208608;Goianésia;GO;F;A;B;A
14;F;18;5208608;Goianésia;GO;B;A;A;A
6;F;4;5205406;Ceres;GO;B;A;A;A
3;F;1;5210901;Itapaci;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;G;A;B;A
4;M;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;E;B;B;D
2;M;0;5205406;Ceres;GO;D;B;A;A
2;M;0;5211206;Itapuranga;GO;Q;B;B;A
5;M;3;5205406;Ceres;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;D;B;B;A
1;M;0;5218904;Rubiataba;GO;E;A;B;A
3;F;0;5208608;Goianésia;GO;D;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;E;B;A;A
4;M;1;5208608;Goianésia;GO;N;B;B;D
4;F;2;5205406;Ceres;GO;C;B;B;A
3;M;0;5205406;Ceres;GO;H;B;C;E
13;F;18;5205406;Ceres;GO;E;A;B;A
1;F;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;G;A;B;B
3;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
4;F;1;5218904;Rubiataba;GO;D;A;B;A
2;F;0;5210901;Itapaci;GO;C;A;B;A
2;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;B;A
4;F;2;5208608;Goianésia;GO;B;A;A;A
2;M;0;5205406;Ceres;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;F;A;C;A
3;M;0;5210901;Itapaci;GO;C;B;B;E
1;M;0;5205406;Ceres;GO;E;A;B;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5208608;Goianésia;GO;C;A;B;A
3;M;1;5208608;Goianésia;GO;C;A;A;A
2;M;0;5218904;Rubiataba;GO;B;A;A;A
3;F;1;5208608;Goianésia;GO;E;A;B;B
3;M;0;5208608;Goianésia;GO;F;A;B;A
2;M;0;5211800;Jaraguá;GO;G;B;A;A
1;F;0;5211206;Itapuranga;GO;C;A;B;A
3;M;0;5210901;Itapaci;GO;D;B;A;A
5;F;2;5205406;Ceres;GO;C;B;B;A
3;M;0;5210901;Itapaci;GO;K;A;B;A
3;M;0;5218904;Rubiataba;GO;C;A;A;A
4;M;0;5205406;Ceres;GO;D;B;D;A
1;F;0;5211206;Itapuranga;GO;C;A;A;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
3;F;0;5211800;Jaraguá;GO;A;B;A;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
4;M;1;5208608;Goianésia;GO;B;B;B;B
1;F;0;5210901;Itapaci;GO;J;A;B;B
3;F;0;5208608;Goianésia;GO;E;A;A;A
1;M;0;5211206;Itapuranga;GO;I;A;B;A
3;M;0;5205406;Ceres;GO;H;A;B;B
4;F;2;5210901;Itapaci;GO;C;A;B;A
3;M;1;5208608;Goianésia;GO;B;A;C;A
3;F;0;5211206;Itapuranga;GO;C;A;B;A
3;M;0;5208608;Goianésia;GO;F;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;C;A;A;A
2;M;0;5211206;Itapuranga;GO;F;A;A;A
4;F;0;5208608;Goianésia;GO;A;A;B;A
2;F;0;5208608;Goianésia;GO;F;A;A;A
2;F;0;5208608;Goianésia;GO;F;B;B;A
3;M;0;5210901;Itapaci;GO;G;A;B;A
2;M;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;B;B;A
2;F;0;5205406;Ceres;GO;D;A;A;D
5;F;2;5211800;Jaraguá;GO;C;A;A;A
1;M;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5205406;Ceres;GO;E;A;A;A
9;M;6;5208608;Goianésia;GO;C;A;B;A
2;F;0;5210901;Itapaci;GO;C;A;B;A
12;F;15;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;D;A;A;A
3;F;0;5208608;Goianésia;GO;D;A;B;A
13;F;18;5210901;Itapaci;GO;E;B;B;A
11;M;7;5208608;Goianésia;GO;H;B;C;A
1;M;0;5205406;Ceres;GO;C;A;A;A
1;F;0;5210901;Itapaci;GO;B;A;A;A
7;F;5;5211800;Jaraguá;GO;C;A;B;A
11;M;10;5208608;Goianésia;GO;N;B;C;A
11;M;12;5205406;Ceres;GO;B;A;A;A
1;M;0;5218904;Rubiataba;GO;B;A;A;A
8;F;6;5208608;Goianésia;GO;C;A;B;A
2;M;0;5208608;Goianésia;GO;C;B;A;A
11;M;6;5205406;Ceres;GO;C;A;B;B
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5211800;Jaraguá;GO;M;A;B;A
3;F;1;5210901;Itapaci;GO;H;A;B;A
1;M;0;5205406;Ceres;GO;E;A;B;A
4;M;0;5210901;Itapaci;GO;B;A;A;A
6;M;3;5211800;Jaraguá;GO;E;A;A;A
17;F;18;5208608;Goianésia;GO;A;A;A;A
3;F;0;5211800;Jaraguá;GO;C;B;B;A
1;M;0;5211800;Jaraguá;GO;B;A;A;A
12;M;0;5208608;Goianésia;GO;C;B;A;A
2;M;0;5205406;Ceres;GO;E;A;B;A
1;M;0;5208608;Goianésia;GO;E;B;B;A
2;M;0;5205406;Ceres;GO;C;A;B;A
11;F;9;5205406;Ceres;GO;C;A;B;A
3;F;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;A;A;A;A
3;F;0;5211800;Jaraguá;GO;H;A;B;B
7;F;4;5205406;Ceres;GO;C;A;B;A
4;F;2;5205406;Ceres;GO;C;A;A;A
3;M;0;5211206;Itapuranga;GO;B;A;A;A
9;F;6;5205406;Ceres;GO;D;A;B;E
4;F;2;5205406;Ceres;GO;C;A;A;A
13;M;18;5208608;Goianésia;GO;H;A;C;A
11;F;9;5210901;Itapaci;GO;B;A;A;A
5;F;3;5208608;Goianésia;GO;J;A;C;A
3;M;0;5208608;Goianésia;GO;B;A;A;A
11;M;11;5208608;Goianésia;GO;D;A;B;A
1;F;0;5210901;Itapaci;GO;B;A;B;A
3;M;0;5205406;Ceres;GO;B;A;A;A
6;F;4;5205406;Ceres;GO;B;A;A;A
4;F;2;5208608;Goianésia;GO;Q;B;C;A
3;F;0;5205406;Ceres;GO;C;B;A;E
11;F;11;5208608;Goianésia;GO;E;A;B;A
3;F;0;5211800;Jaraguá;GO;A;A;A;A
1;F;0;5205406;Ceres;GO;C;A;B;A
3;M;0;5205406;Ceres;GO;D;A;B;A
1;F;0;5208608;Goianésia;GO;C;A;A;A
2;F;0;5218904;Rubiataba;GO;C;A;B;A
5;M;0;5208608;Goianésia;GO;A;A;A;A
1;M;0;5218904;Rubiataba;GO;E;B;C;C
7;M;4;5205406;Ceres;GO;C;A;A;A
3;F;0;5210901;Itapaci;GO;C;B;B;A
2;F;0;5208608;Goianésia;GO;D;B;B;A
4;F;0;5205406;Ceres;GO;B;A;A;E
2;F;0;5208608;Goianésia;GO;B;A;A;A
4;M;0;5210901;Itapaci;GO;G;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
1;M;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;N;A;B;B
2;M;0;5210901;Itapaci;GO;D;A;B;A
7;F;5;5205406;Ceres;GO;B;A;A;A
4;F;2;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;B;A
4;M;0;5205406;Ceres;GO;A;B;B;B
3;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
1;M;0;5211800;Jaraguá;GO;D;A;A;A
4;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;E;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;B
1;F;0;5210901;Itapaci;GO;E;B;B;A
1;F;0;5210901;Itapaci;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;E;B;B;A
3;F;0;5218904;Rubiataba;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;B;A;B;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;1;5218904;Rubiataba;GO;D;A;B;A
1;F;0;5205406;Ceres;GO;C;A;B;A
1;M;0;5205406;Ceres;GO;G;B;B;B
1;M;0;5205406;Ceres;GO;H;B;B;B
1;M;0;5208608;Goianésia;GO;I;A;A;D
3;F;0;5211800;Jaraguá;GO;C;A;A;A
3;F;1;5211800;Jaraguá;GO;A;A;A;A
8;F;6;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;C;B;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
5;F;0;5211800;Jaraguá;GO;D;A;B;A
3;M;1;5205406;Ceres;GO;F;A;A;A
3;M;0;5211206;Itapuranga;GO;C;A;B;A
2;F;0;5205406;Ceres;GO;D;A;B;A
11;F;11;5208608;Goianésia;GO;I;A;D;A
3;M;0;5208608;Goianésia;GO;E;A;A;A
3;F;0;5205406;Ceres;GO;B;A;B;D
3;F;0;5218904;Rubiataba;GO;C;A;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;J;A;A;B
2;F;0;5208608;Goianésia;GO;E;B;B;A
11;F;8;5208608;Goianésia;GO;E;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
1;F;0;5208608;Goianésia;GO;H;B;B;B
2;M;0;5205406;Ceres;GO;H;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
4;M;0;5210901;Itapaci;GO;A;A;B;A
5;F;2;5205406;Ceres;GO;E;A;B;A
1;F;0;5205406;Ceres;GO;F;A;B;E
3;M;1;5211206;Itapuranga;GO;C;A;B;A
3;F;0;5218904;Rubiataba;GO;F;A;B;A
1;F;0;5205406;Ceres;GO;C;A;A;A
12;F;16;5208608;Goianésia;GO;B;A;A;A
6;F;3;5205406;Ceres;GO;G;A;B;D
3;M;0;5210901;Itapaci;GO;D;A;A;A
5;M;2;5211800;Jaraguá;GO;H;A;B;A
9;F;6;5211800;Jaraguá;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;A;A;B;A
2;M;0;5208608;Goianésia;GO;D;A;A;A
2;F;2;5210901;Itapaci;GO;J;A;C;D
3;F;0;5210901;Itapaci;GO;A;A;B;A
3;F;0;5211800;Jaraguá;GO;C;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5211206;Itapuranga;GO;A;A;A;A
1;F;0;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5208608;Goianésia;GO;C;A;A;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;C;B;A;A
3;M;0;5218904;Rubiataba;GO;C;B;C;A
1;F;0;5210901;Itapaci;GO;D;B;B;B
2;F;0;5210901;Itapaci;GO;D;A;B;A
3;F;0;5211206;Itapuranga;GO;A;A;B;A
4;M;2;5205406;Ceres;GO;F;A;B;A
5;F;2;5205406;Ceres;GO;O;B;C;D
3;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;0;5218904;Rubiataba;GO;C;B;B;A
3;M;0;5208608;Goianésia;GO;D;A;A;A
3;F;1;5205406;Ceres;GO;N;B;C;D
3;M;1;5205406;Ceres;GO;D;B;B;A
2;M;0;5205406;Ceres;GO;F;B;D;E
3;M;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5210901;Itapaci;GO;H;B;C;A
1;F;0;5210901;Itapaci;GO;D;B;A;B
6;M;3;5211206;Itapuranga;GO;C;A;B;A
5;F;3;5208608;Goianésia;GO;B;A;B;A
1;M;0;5211206;Itapuranga;GO;H;B;C;A
1;F;0;5208608;Goianésia;GO;E;A;B;B
5;M;3;5210901;Itapaci;GO;C;A;A;A
6;F;3;5211800;Jaraguá;GO;B;A;A;A
13;F;18;5205406;Ceres;GO;H;A;B;A
1;F;0;5205406;Ceres;GO;K;B;C;D
2;M;0;5205406;Ceres;GO;C;A;A;A
8;F;6;5218904;Rubiataba;GO;L;A;C;A
8;F;6;5205406;Ceres;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;O;A;B;A
2;M;0;5208608;Goianésia;GO;M;B;B;D
3;M;0;5205406;Ceres;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;B;A
4;F;0;5218904;Rubiataba;GO;C;A;B;A
1;M;0;5211206;Itapuranga;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;C;A;B;A
8;F;5;5208608;Goianésia;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;E;B;A;A
3;F;0;5208608;Goianésia;GO;B;A;C;A
2;M;0;5205406;Ceres;GO;D;A;C;A
1;F;0;5205406;Ceres;GO;C;A;B;A
5;F;3;5208608;Goianésia;GO;C;A;A;A
1;F;0;5205406;Ceres;GO;D;B;A;A
1;F;0;5210901;Itapaci;GO;C;A;B;E
1;F;0;5218904;Rubiataba;GO;B;A;A;A
4;F;1;5208608;Goianésia;GO;D;A;A;A
2;M;0;5210901;Itapaci;GO;H;A;C;A
3;F;0;5211800;Jaraguá;GO;D;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5211800;Jaraguá;GO;B;A;A;A
3;M;1;5208608;Goianésia;GO;E;B;B;A
4;F;0;5205406;Ceres;GO;F;A;B;A
1;M;0;5211800;Jaraguá;GO;N;B;C;D
12;F;0;5218904;Rubiataba;GO;B;A;A;A
6;F;3;5205406;Ceres;GO;C;A;A;A
4;M;0;5205406;Ceres;GO;B;A;B;A
1;F;0;5211206;Itapuranga;GO;C;A;B;A
4;M;2;5205406;Ceres;GO;E;A;B;C
4;F;2;5218904;Rubiataba;GO;E;A;B;A
2;F;0;5205406;Ceres;GO;D;B;A;B
5;F;3;5208608;Goianésia;GO;B;B;A;A
8;F;0;5208608;Goianésia;GO;C;A;B;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
2;F;0;5210901;Itapaci;GO;G;B;B;B
4;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;C;A;B;A
1;F;0;5210901;Itapaci;GO;F;A;C;D
6;F;3;5211800;Jaraguá;GO;C;A;A;A
3;F;1;5205406;Ceres;GO;D;A;A;A
3;F;0;5218904;Rubiataba;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;B;A;B;A
3;M;0;5211800;Jaraguá;GO;B;A;A;A
10;F;7;5208608;Goianésia;GO;C;A;B;A
2;F;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
2;M;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;J;B;C;A
2;M;0;5205406;Ceres;GO;D;A;A;A
7;F;4;5218904;Rubiataba;GO;B;A;A;A
3;M;0;5210901;Itapaci;GO;E;A;D;A
2;F;0;5218904;Rubiataba;GO;B;B;E;A
7;M;5;5210901;Itapaci;GO;C;A;B;C
2;F;0;5205406;Ceres;GO;Q;B;B;E
5;F;2;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5211800;Jaraguá;GO;B;A;A;A
5;M;2;5210901;Itapaci;GO;B;A;A;A
3;M;0;5211206;Itapuranga;GO;C;A;B;A
2;F;0;5208608;Goianésia;GO;B;A;B;A
6;F;3;5208608;Goianésia;GO;C;A;B;A
3;F;0;5208608;Goianésia;GO;D;A;B;A
13;F;14;5205406;Ceres;GO;B;A;A;A
3;F;1;5208608;Goianésia;GO;F;A;B;A
6;M;3;5208608;Goianésia;GO;E;A;B;A
7;M;5;5208608;Goianésia;GO;B;A;B;A
5;M;2;5205406;Ceres;GO;F;A;C;A
1;M;0;5205406;Ceres;GO;K;B;C;D
3;F;1;5218904;Rubiataba;GO;C;A;A;A
6;F;4;5211800;Jaraguá;GO;E;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
1;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;C;A
3;M;1;5205406;Ceres;GO;C;A;A;A
4;F;2;5205406;Ceres;GO;H;A;A;A
2;F;0;5208608;Goianésia;GO;E;A;B;A
2;F;0;5210901;Itapaci;GO;A;B;C;D
4;F;2;5208608;Goianésia;GO;C;A;A;A
4;F;1;5218904;Rubiataba;GO;C;A;A;A
11;F;7;5208608;Goianésia;GO;B;A;A;A
3;M;0;5218904;Rubiataba;GO;B;A;B;A
12;F;13;5208608;Goianésia;GO;A;A;A;A
4;F;2;5205406;Ceres;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;C;A;A;A
1;M;0;5208608;Goianésia;GO;A;A;A;A
2;F;0;5205406;Ceres;GO;E;A;B;A
2;M;0;5211800;Jaraguá;GO;B;B;A;A
3;M;1;5218904;Rubiataba;GO;C;B;B;A
2;M;0;5211206;Itapuranga;GO;E;A;D;A
1;F;0;5210901;Itapaci;GO;F;A;B;E
3;F;0;5205406;Ceres;GO;O;B;C;A
2;F;0;5210901;Itapaci;GO;H;A;C;B
3;F;0;5205406;Ceres;GO;C;A;B;A
2;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;A;A;A;A
2;M;0;5208608;Goianésia;GO;E;A;A;A
2;F;0;5211206;Itapuranga;GO;O;B;C;A
3;M;0;5208608;Goianésia;GO;F;A;A;A
5;F;2;5205406;Ceres;GO;C;A;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;D;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;A;A;A
8;F;6;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5210901;Itapaci;GO;C;A;B;A
2;F;0;5205406;Ceres;GO;H;A;B;A
4;F;2;5208608;Goianésia;GO;C;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
3;F;0;5211800;Jaraguá;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;I;A;A;A
3;F;0;5205406;Ceres;GO;B;A;B;E
3;F;0;5208608;Goianésia;GO;B;A;A;A
2;F;0;5208608;Goianésia;GO;B;A;A;A
1;F;0;5218904;Rubiataba;GO;C;A;B;A
7;F;0;5210901;Itapaci;GO;B;A;A;A
1;F;0;5211800;Jaraguá;GO;B;A;B;A
2;F;0;5210901;Itapaci;GO;B;A;A;A
2;F;0;5211206;Itapuranga;GO;D;A;A;A
2;F;0;5208608;Goianésia;GO;C;A;B;B
1;M;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
1;F;0;5205406;Ceres;GO;D;A;A;A
1;F;0;5205406;Ceres;GO;C;A;B;A
1;F;0;5218904;Rubiataba;GO;H;B;A;A
2;M;0;5208608;Goianésia;GO;F;A;B;A
2;M;0;5210901;Itapaci;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;B;A;A;A
3;F;0;5210901;Itapaci;GO;B;A;B;A
4;F;0;5210901;Itapaci;GO;B;A;A;A
3;F;0;5205406;Ceres;GO;B;B;A;A
3;F;0;5208608;Goianésia;GO;C;A;B;A
3;F;0;5210901;Itapaci;GO;C;A;C;B
3;F;1;5208608;Goianésia;GO;B;A;B;A
3;F;1;5208608;Goianésia;GO;B;B;A;A
3;F;0;5211206;Itapuranga;GO;C;A;A;A
4;F;0;5205406;Ceres;GO;C;A;A;A
4;F;1;5208608;Goianésia;GO;B;A;B;A
1;M;0;5218904;Rubiataba;GO;N;A;B;A
2;M;0;5210901;Itapaci;GO;E;A;A;D
1;M;0;5208608;Goianésia;GO;J;A;B;A
1;M;0;5210901;Itapaci;GO;E;A;A;E
2;F;0;5211206;Itapuranga;GO;B;A;A;A
3;F;0;5208608;Goianésia;GO;A;A;B;A
2;F;0;5205406;Ceres;GO;D;B;B;A
3;F;0;5210901;Itapaci;GO;B;A;B;A
2;F;0;5205406;Ceres;GO;D;A;C;A
6;F;4;5208608;Goianésia;GO;D;A;B;A
2;M;0;5205406;Ceres;GO;C;A;A;A
5;F;2;5208608;Goianésia;GO;G;B;B;A
13;F;18;5210901;Itapaci;GO;H;A;B;A
2;F;0;5211206;Itapuranga;GO;C;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5208608;Goianésia;GO;C;A;A;A
3;F;0;5211206;Itapuranga;GO;F;B;C;A
1;F;0;5205406;Ceres;GO;E;A;B;A
1;F;0;5211800;Jaraguá;GO;C;A;A;A
3;F;0;5210901;Itapaci;GO;C;B;B;A
1;M;0;5211800;Jaraguá;GO;C;A;A;A
2;M;0;5218904;Rubiataba;GO;C;A;B;A
3;M;0;5208608;Goianésia;GO;J;A;B;D
2;M;0;5208608;Goianésia;GO;B;A;A;A
3;M;0;5205406;Ceres;GO;B;A;A;A
13;F;18;5211206;Itapuranga;GO;B;A;A;A
3;M;0;5208608;Goianésia;GO;C;A;A;A
1;F;0;5218904;Rubiataba;GO;D;A;A;A
2;F;0;5205406;Ceres;GO;B;A;A;A
3;F;0;5211206;Itapuranga;GO;B;A;B;A
3;F;0;5205406;Ceres;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;E;A;B;A
7;F;5;5208608;Goianésia;GO;B;A;A;A
3;F;1;5208608;Goianésia;GO;C;A;A;A
3;M;0;5211800;Jaraguá;GO;E;A;B;A
1;M;0;5205406;Ceres;GO;B;A;A;A
2;F;0;5205406;Ceres;GO;D;A;A;A
3;F;0;5208608;Goianésia;GO;G;B;B;E
1;M;0;5208608;Goianésia;GO;C;A;A;A
4;F;1;5205406;Ceres;GO;D;A;C;A
1;F;0;5208608;Goianésia;GO;J;A;B;A
2;F;0;5211800;Jaraguá;GO;D;A;B;A
3;F;0;5211206;Itapuranga;GO;B;A;A;A
2;M;0;5208608;Goianésia;GO;C;A;A;A
3;M;0;5211800;Jaraguá;GO;K;A;B;A
2;M;0;5205406;Ceres;GO;C;A;B;A
4;M;0;5211800;Jaraguá;GO;B;B;B;A
1;F;0;5218904;Rubiataba;GO;B;A;B;A
3;F;0;5210901;Itapaci;GO;B;A;A;A
5;F;2;5208608;Goianésia;GO;D;B;A;A
1;M;0;5210901;Itapaci;GO;D;A;A;E
1;F;0;5211206;Itapuranga;GO;B;A;B;A
3;M;0;5211800;Jaraguá;GO;C;A;A;A
7;M;3;5211800;Jaraguá;GO;E;A;B;A
3;F;0;5211800;Jaraguá;GO;C;A;A;A
2;F;0;5208608;Goianésia;GO;C;B;C;A
1;F;0;5218904;Rubiataba;GO;D;A;B;A
6;F;4;5205406;Ceres;GO;E;A;A;A
1;F;0;5210901;Itapaci;GO;C;A;A;A
2;F;0;5205406;Ceres;GO;C;A;B;A
9;F;0;5218904;Rubiataba;GO;B;A;A;A
